epoch,binary_accuracy,fbeta_score_1,fbeta_score_2,fbeta_score_3,loss,precision_1,precision_2,precision_3,recall_1,recall_2,recall_3,val_binary_accuracy,val_fbeta_score_1,val_fbeta_score_2,val_fbeta_score_3,val_loss,val_precision_1,val_precision_2,val_precision_3,val_recall_1,val_recall_2,val_recall_3
10,0.54958677685950408,0.57356923128947734,0.55915420951922079,0.40796302074243213,0.69055659169993122,0.53291707590591808,0.56567247987778724,0.60548341225001434,0.86515560623042842,0.56320452887164663,0.20110818238790371,0.63800000095367426,0.50030369329452518,0.58447565078735353,0.41195426845550537,0.66971020030975337,0.44657634162902832,0.59174238014221192,0.61919999694824224,0.99663158035278321,0.57421087074279786,0.19049104785919188
11,0.55991735537190079,0.56217146855740507,0.56239737360930642,0.47146018871591111,0.68075222614382913,0.51734886583217909,0.56008481930110077,0.64035753868828138,0.88913768185071707,0.59408721992792179,0.25460668720982294,0.62800000047683713,0.50281999158859247,0.55170554161071772,0.3774713411331177,0.66463589000701906,0.45002343368530273,0.5813404450416565,0.65119998931884771,0.97753707504272458,0.46952063679695127,0.15458669805526734
12,0.56818181818181823,0.5661139882300511,0.56277453308263103,0.43837457402678559,0.68253791824845245,0.52470086527264803,0.58607696304636558,0.6742489825595509,0.86517241375505427,0.52344600622318993,0.20140908720079531,0.64800000095367427,0.49708198308944701,0.58662760543823245,0.42590164089202881,0.66824434614181516,0.44360860061645507,0.60495448303222654,0.62560000610351563,0.99206015014648441,0.53530382347106931,0.19591608476638794
13,0.55578512396694213,0.56819997690925916,0.55631851903663199,0.49278282232520992,0.68171666673392306,0.52748538713809867,0.56665799735991418,0.65101675947835624,0.8522430944048669,0.54955758092817197,0.27507319750864645,0.63200000095367437,0.50844989538192753,0.55194022035598755,0.41445411586761477,0.6635497694015503,0.45589747238159178,0.59587435770034791,0.65744762420654301,0.97327040863037106,0.44461979842185972,0.1759829592704773
14,0.57541322314049592,0.57687143254871209,0.57260145678007901,0.51372163601158083,0.67439483709571779,0.53587944300706725,0.5776920456531619,0.66961826864352891,0.86027889458601137,0.57868845797767321,0.29334368636785457,0.64000000095367426,0.50456268835067752,0.57054553461074831,0.45983920860290528,0.66024498081207272,0.45398939514160158,0.60168081426620479,0.65592381668090816,0.93585857772827152,0.48648181080818176,0.21993034601211547
15,0.55888429752066116,0.57079703305378438,0.55343190894639194,0.46205269452954129,0.67633081566203723,0.53022239080145339,0.56111675796429972,0.62813376641470542,0.84270595519010683,0.54474245516721864,0.24840255758979105,0.63999999904632565,0.5004555430412293,0.57332537317276,0.46251095008850096,0.65974418354034425,0.45321076011657713,0.60942027235031127,0.65912381744384763,0.88193282699584963,0.48288552403450014,0.21934000253677369
16,0.59400826446280997,0.57204657004884452,0.58170411015345047,0.45000788249260137,0.67079960413215578,0.53603101860393176,0.61263899960793744,0.70156106722256373,0.8118663701144132,0.50187606703151355,0.20892135663466019,0.63599999904632565,0.49826028394699096,0.55737909555435183,0.41445411586761477,0.65906746816635131,0.45092140007019044,0.61142644834518434,0.65744762420654301,0.8848728866577148,0.42537214732170103,0.1759829592704773
17,0.57438016528925617,0.57272755951920817,0.57338549307555209,0.50526916340362926,0.67721039007517914,0.5326380756768313,0.58975890968456746,0.66830589948606889,0.8469455453975141,0.5560549798090596,0.28873877793796793,0.62599999904632564,0.51047858953475955,0.53582693433761597,0.39782307338714601,0.6571477479934692,0.46548043370246889,0.60396191358566287,0.65424761581420898,0.84872106981277462,0.37869071459770204,0.16714486312866211
18,0.60537190082644632,0.58465119777632157,0.62343196090587905,0.52681741783441594,0.66964504935524682,0.54624344494717181,0.63991112945493589,0.70053721016103576,0.84189683346708943,0.60045767027484487,0.29390942533154135,0.61800000095367436,0.50639952588081361,0.51825738477706906,0.39444982624053954,0.65773095893859868,0.46180869483947756,0.59293911647796627,0.6458666648864746,0.84822192335128788,0.35879621028900144,0.1649348120689392
19,0.60433884297520657,0.58107777962014695,0.59755370981437117,0.55636262056256125,0.66160529999693563,0.54147753045578628,0.61528228284898867,0.77133078318982085,0.841574892032245,0.55759252644767443,0.29751545301646243,0.62800000095367436,0.50065768384933473,0.57092650985717774,0.52323693037033081,0.664879566192627,0.44848987388610839,0.5700584402084351,0.59138586378097535,0.96367040634155277,0.58610981082916258,0.3693716781139374
